000001	000	183			
000002	000	183			
000003	000	183			
000004	000	183			
000005	000	183			
000006	000	183			
000007	000	183			
000008	000	183			
000009	000	183			
000010	000	183			
000011	000	183			
000012	000	183			
000013	000	183			
000014	000	183			
000015	000	183			
000016	000	183			
000017	000	183			
000018	000	183			
000019	000	183			
000020	000	183	4.464569e+01	1.091698e+01	
000021	000	183			
000022	000	183			
000023	000	183			
000024	000	183			
000025	000	183			
000026	000	183			
000027	000	183			
000028	000	183			
000029	000	183			
000030	000	183			
000031	000	183			
000032	000	183			
000033	000	183			
000034	000	183			
000035	000	183			
000036	000	183			
000037	000	183			
000038	000	183			
000039	000	183			
000040	000	183			
000041	000	183			
000042	000	183			
000043	000	183			
000044	000	183			
000045	000	183	4.464569e+01	1.091698e+01	
000046	000	183			
000047	000	183			
000048	000	183			
000049	000	183			
000050	000	183			
000051	000	183			
000052	000	183			
000053	000	183			
000054	000	183			
000055	000	183			
000056	000	183			
000057	000	183			
000058	000	183			
000059	000	183			
000060	000	183			
000061	000	183			
000062	000	183			
000063	000	183			
000064	000	183			
000065	000	183			
000066	000	183			
000067	000	183			
000068	000	183			
000069	000	183			
000070	000	183	4.464569e+01	1.091698e+01	
000071	000	183			
000072	000	183			
000073	000	183			
000074	000	183			
000075	000	183			
000076	000	183			
000077	000	183			
000078	000	183			
000079	000	183			
000080	000	183			
000081	000	183			
000082	000	183			
000083	000	183			
000084	000	183			
000085	000	183			
000086	000	183			
000087	000	183			
000088	000	183			
000089	000	183			
000090	000	183			
000091	000	183			
000092	000	183			
000093	000	183			
000094	000	183			
000095	000	183	4.464569e+01	1.091698e+01	
000096	000	183			
000097	000	183			
000098	000	183			
000099	000	183			
000100	000	183			
000101	000	183			
000102	000	183			
000103	000	183			
000104	000	183			
000105	000	183			
000106	000	183			
000107	000	183			
000108	000	183			
000109	000	183			
000110	000	183			
000111	000	183			
000112	000	183			
000113	000	183			
000114	000	183			
000115	000	183			
000116	000	183			
000117	000	183			
000118	000	183			
000119	000	183			
000120	000	183	4.464569e+01	1.091698e+01	
000121	000	183			
000122	000	183			
000123	000	183			
000124	000	183			
000125	000	183			
000126	000	183			
000127	000	183			
000128	000	183			
000129	000	183			
000130	000	184			
000131	000	184			
000132	000	184			
000133	000	184			
000134	001	184			
000135	001	184			
000136	001	185			
000137	001	185			
000138	001	185			
000139	001	185			
000140	001	185			
000141	001	186			
000142	002	186			
000143	002	186			
000144	002	186			
000145	002	186	4.464568e+01	1.091698e+01	
000146	002	186			
000147	002	187			
000148	002	187			
000149	002	187			
000150	002	187			
000151	003	187			
000152	003	187			
000153	003	188			
000154	003	188			
000155	003	188			
000156	003	188			
000157	004	188			
000158	004	188			
000159	004	188			
000160	004	188			
000161	005	189			
000162	005	189			
000163	005	189			
000164	005	189			
000165	006	189			
000166	006	189			
000167	006	189			
000168	006	189			
000169	007	189			
000170	007	190	4.464565e+01	1.091697e+01	
000171	007	190			
000172	007	190			
000173	007	190			
000174	008	190			
000175	008	190			
000176	008	190			
000177	008	190			
000178	009	190			
000179	009	191			
000180	009	190			
000181	009	190			
000182	010	190			
000183	010	190			
000184	010	190			
000185	010	189			
000186	011	189			
000187	011	189			
000188	011	189			
000189	011	189			
000190	012	189			
000191	012	188			
000192	012	188			
000193	012	188			
000194	013	188			
000195	013	188	4.464561e+01	1.091696e+01	
000196	013	188			
000197	013	187			
000198	014	187			
000199	014	187			
000200	014	187			
000201	014	187			
000202	015	187			
000203	015	186			
000204	015	186			
000205	015	186			
000206	016	186			
000207	016	187			
000208	016	187			
000209	016	187			
000210	016	187			
000211	017	187			
000212	017	187			
000213	017	187			
000214	017	188			
000215	018	188			
000216	018	188			
000217	018	188			
000218	018	188			
000219	018	188			
000220	019	188	4.464556e+01	1.091696e+01	
000221	019	188			
000222	019	189			
000223	019	189			
000224	019	189			
000225	020	189			
000226	020	189			
000227	020	189			
000228	020	189			
000229	021	189			
000230	021	189			
000231	021	189			
000232	021	189			
000233	021	189			
000234	022	189			
000235	022	189			
000236	022	189			
000237	022	190			
000238	023	190			
000239	023	190			
000240	023	190			
000241	023	190			
000242	023	190			
000243	024	190			
000244	024	190			
000245	024	190	4.464550e+01	1.091694e+01	
000246	024	190			
000247	024	190			
000248	025	190			
000249	025	190			
000250	025	190			
000251	025	190			
000252	026	190			
000253	026	190			
000254	026	190			
000255	026	190			
000256	026	189			
000257	026	189			
000258	026	189			
000259	026	189			
000260	026	188			
000261	026	188			
000262	026	188			
000263	026	188			
000264	026	188			
000265	026	187			
000266	026	187			
000267	026	187			
000268	026	187			
000269	026	187			
000270	027	186	4.464543e+01	1.091693e+01	
000271	027	186			
000272	027	186			
000273	027	186			
000274	027	186			
000275	027	185			
000276	027	185			
000277	027	185			
000278	027	185			
000279	027	184			
000280	027	184			
000281	027	184			
000282	027	184			
000283	027	184			
000284	027	184			
000285	027	184			
000286	027	184			
000287	027	184			
000288	028	184			
000289	028	184			
000290	028	184			
000291	028	184			
000292	028	184			
000293	028	184			
000294	028	184			
000295	028	184	4.464536e+01	1.091692e+01	
000296	028	184			
000297	028	184			
000298	028	184			
000299	028	184			
000300	028	184			
000301	028	184			
000302	029	184			
000303	029	183			
000304	029	183			
000305	029	183			
000306	029	184			
000307	029	184			
000308	029	184			
000309	030	184			
000310	030	184			
000311	030	184			
000312	030	184			
000313	030	184			
000314	030	184			
000315	031	184			
000316	031	184			
000317	031	184			
000318	031	184			
000319	031	184			
000320	032	185	4.464528e+01	1.091691e+01	
000321	032	185			
000322	032	185			
000323	032	185			
000324	032	185			
000325	032	185			
000326	033	185			
000327	033	185			
000328	033	185			
000329	033	185			
000330	033	185			
000331	033	185			
000332	034	185			
000333	034	185			
000334	034	185			
000335	034	186			
000336	034	186			
000337	034	186			
000338	035	186			
000339	035	186			
000340	035	186			
000341	035	186			
000342	035	186			
000343	035	186			
000344	036	186			
000345	036	186	4.464518e+01	1.091690e+01	
000346	036	186			
000347	036	186			
000348	036	186			
000349	036	186			
000350	037	186			
000351	037	186			
000352	037	187			
000353	037	187			
000354	037	187			
000355	037	187			
000356	038	186			
000357	038	186			
000358	038	186			
000359	038	186			
000360	038	186			
000361	038	186			
000362	038	186			
000363	038	186			
000364	039	186			
000365	039	186			
000366	039	186			
000367	039	186			
000368	039	186			
000369	039	185			
000370	039	185	4.464508e+01	1.091688e+01	
000371	040	185			
000372	040	185			
000373	040	185			
000374	040	185			
000375	040	185			
000376	040	185			
000377	040	185			
000378	041	185			
000379	041	185			
000380	041	185			
000381	041	185			
000382	041	185			
000383	041	185			
000384	041	185			
000385	041	185			
000386	041	185			
000387	041	185			
000388	041	185			
000389	041	185			
000390	041	184			
000391	040	184			
000392	040	184			
000393	040	184			
000394	040	184			
000395	040	184	4.464499e+01	1.091687e+01	
000396	040	184			
000397	040	184			
000398	040	184			
000399	040	184			
000400	040	184			
000401	040	184			
000402	040	184			
000403	040	184			
000404	040	184			
000405	040	184			
000406	040	184			
000407	040	184			
000408	040	184			
000409	040	184			
000410	040	184			
000411	040	184			
000412	040	184			
000413	040	184			
000414	040	184			
000415	040	184			
000416	040	184			
000417	040	184			
000418	040	184			
000419	040	184			
000420	040	184	4.464490e+01	1.091686e+01	
000421	040	184			
000422	040	184			
000423	040	184			
000424	040	183			
000425	040	183			
000426	040	183			
000427	041	183			
000428	041	183			
000429	041	183			
000430	041	183			
000431	041	183			
000432	041	183			
000433	041	183			
000434	041	184			
000435	041	184			
000436	041	184			
000437	041	184			
000438	041	184			
000439	041	184			
000440	041	184			
000441	041	184			
000442	041	184			
000443	041	184			
000444	041	184			
000445	041	184	4.464479e+01	1.091685e+01	
000446	041	184			
000447	041	184			
000448	041	184			
000449	041	184			
000450	041	184			
000451	041	184			
000452	041	184			
000453	041	184			
000454	041	185			
000455	041	185			
000456	041	184			
000457	041	184			
000458	041	184			
000459	041	184			
000460	041	184			
000461	041	184			
000462	041	184			
000463	041	184			
000464	041	184			
000465	041	184			
000466	040	184			
000467	040	184			
000468	040	184			
000469	040	184			
000470	040	184	4.464469e+01	1.091684e+01	
000471	040	184			
000472	040	184			
000473	040	184			
000474	040	184			
000475	040	184			
000476	040	184			
000477	040	184			
000478	040	184			
000479	040	184			
000480	040	184			
000481	040	184			
000482	040	184			
000483	040	184			
000484	040	184			
000485	040	184			
000486	040	184			
000487	040	184			
